DateTime,Compressor A1 (kW),Compressor B1 (kW),Compressor C 1(kW),Compressor D1 (kW),Compressor A2 (kW),Compressor B2 (kW),Compressor C2 (kW),Compressor D2 (kW),Pressure (psig)
5/2/2022 5:20,170.6,282.2,368.9,392.7,146.9,283.6,384.5,385.4,83.062
5/2/2022 5:21,168.1,289.7,384.4,395,136.9,287.8,382.8,379.1,81.233
5/2/2022 5:22,174.7,281.5,420.4,399.4,137.3,278.6,379.4,400.3,80.602
5/2/2022 5:23,164.1,285,410.1,399.6,124.8,285.6,379.1,382.8,80.602
5/2/2022 5:24,166.8,283.1,415.2,394.8,139.2,286.1,387.3,377.9,80.854
5/2/2022 5:25,168.8,273.2,413.7,402.9,142.8,285.7,381.4,386.2,81.107
5/2/2022 5:26,166.5,280.2,420.5,396.8,134.9,275.2,374.5,391.1,82.368
5/2/2022 5:27,160.6,289.5,394.1,394.7,137.5,285.3,375.8,377.6,82.683
5/2/2022 5:28,162,288.6,388.7,394.1,132.7,280,392.3,384.6,82.873
5/2/2022 5:29,165.5,282,370.2,394.3,137,283.8,397.9,388.2,82.431
5/2/2022 5:30,163.2,273.7,379.4,401.2,123.9,281.5,383.7,388.7,82.116
5/2/2022 5:31,165.4,273.4,378.7,393.5,131.5,279.5,385.3,377,82.242
5/2/2022 5:32,167.7,282.4,385.2,402.7,136.6,289.6,387.8,376.6,82.494
5/2/2022 5:33,170.2,283.2,384,395.4,148.8,285.4,391.4,367,82.683
5/2/2022 5:34,168,276.7,366.7,408,144.3,289.8,381.6,382.4,82.999
5/2/2022 5:35,161.8,286.2,377,395.7,130.4,282.1,388.3,376.9,82.557
5/2/2022 5:36,162.8,289.9,370.2,441.1,133.6,288.7,387.3,392.1,82.62
5/2/2022 5:36,170.6,290.7,377,407.5,136.2,281.7,381.4,381.3,82.557
5/2/2022 5:37,162.8,290.6,374.8,407.1,137,281.6,394.5,387.3,83.125
5/2/2022 5:38,160.3,284.7,370.3,419.1,129.2,283.7,372.7,400.5,83.377
5/2/2022 5:39,162.9,288.8,373.9,427.9,140.3,271.4,387.7,388.2,83.125
5/2/2022 5:40,166.5,289.8,372.8,413.2,128.8,288.3,371.7,373.4,83.44
5/2/2022 5:41,177.6,279.3,370.8,404.8,146.4,286.1,372,376.6,82.873
5/2/2022 5:42,175.6,276.4,359.7,423.3,149.5,271.7,383.4,391.4,82.431
5/2/2022 5:43,170.8,288.1,374.8,421.4,137.1,283.4,361.2,375.1,82.557
5/2/2022 5:44,172.4,281.5,371.5,405.6,133.9,286.7,363.3,386.5,82.494
5/2/2022 5:45,169.4,281.3,372.5,409.4,133,282.8,369.4,370.7,82.242
5/2/2022 5:46,175.3,285.2,377,405.6,152.7,284.2,370,391.1,82.179
5/2/2022 5:47,180.7,286.6,372.3,407.5,155.3,281.9,372.3,375.8,82.053
5/2/2022 5:48,170.7,277.6,372.2,440.5,145.3,288.4,360.3,388.2,82.242
5/2/2022 5:49,166.2,280.4,365,415.4,143.8,285.7,404.5,469.7,83.062
5/2/2022 5:50,170,280.6,366.8,404.7,135.1,285.3,396.9,373.6,82.936
5/2/2022 5:51,162.9,285.1,383.4,397.2,132.5,283.1,429.6,383.5,82.62
5/2/2022 5:52,166.9,286.4,366.3,395.4,137.5,288.8,424.6,365.3,82.242
5/2/2022 5:53,161.7,283.5,376.3,399.4,127,288.9,427.3,374.3,81.864
5/2/2022 5:54,168.2,281.4,369.3,414.5,147.8,281.4,410.1,365.5,81.927
5/2/2022 5:55,162.8,281,369.6,396.1,127.7,279.4,401.1,378.8,81.864
5/2/2022 5:56,160.2,286.6,375,455.1,139.1,272.2,381.1,386.4,82.242
5/2/2022 5:57,169.4,281.9,383,406.7,132.7,276,384.7,386.8,82.747
5/2/2022 5:58,165.1,282.4,374,401.6,128,277.5,369.4,387.5,82.747
5/2/2022 5:59,165.3,294.2,375.6,412.7,138.1,287.6,385.7,370.3,82.368
5/2/2022 6:00,162.4,277.6,380.3,399.2,128.3,282.3,374.2,422.5,82.494
5/2/2022 6:01,168.3,289.2,378.8,393.9,141.2,280.6,383.9,377.5,82.242
5/2/2022 6:02,170.5,291.8,376.6,396.2,142,280.7,387.3,376.9,82.053
5/2/2022 6:03,166.8,285.3,373.8,393,127.4,277.7,370.8,384.1,81.927
5/2/2022 6:04,166.3,282.7,384.7,397.7,141.7,280.5,376.9,392.1,81.99
5/2/2022 6:05,166.9,280.1,385.9,397.7,128.5,283.4,407.2,376.6,82.368
5/2/2022 6:06,165.2,289.5,377.9,399.4,142.4,277.6,419.9,369.6,82.242
5/2/2022 6:07,165.9,286.4,378.9,402.6,138.2,275.4,416.4,417.3,83.125
5/2/2022 6:08,165.2,287.2,382.2,404.6,144.9,276.9,416.4,395.6,82.81
5/2/2022 6:09,162.4,285.7,368.7,406.8,132.1,290.4,406.8,373,82.683
5/2/2022 6:10,160.8,280.4,371,412.3,131.3,282.6,385.6,396.3,82.683
5/2/2022 6:11,163.6,283.6,369.9,410.8,137.6,280.8,375.6,375.8,82.936
5/2/2022 6:12,165.1,287.1,363,412.3,142.7,294.6,364.6,378.7,82.683
5/2/2022 6:13,167.9,273.3,373.2,427.5,147.9,284.1,369.4,373.9,82.81
5/2/2022 6:14,166.5,284.4,372.9,407.1,145,281.3,370,383,83.062
5/2/2022 6:15,165.3,277.3,377.9,418.1,132.1,281.1,366,379.6,83.188
5/2/2022 6:16,165.2,277.8,377.6,426,142.7,279.1,365.9,375.1,83.062
5/2/2022 6:17,164.8,279.3,381,450.7,141.9,285,369.4,383.6,83.314
5/2/2022 6:18,161.8,291.4,360.8,404.2,134.1,286.3,369.5,373.4,83.693
5/2/2022 6:19,166.1,299.9,365.1,402.7,137.4,274.1,379.3,371.6,83.377
5/2/2022 6:20,165.4,287.6,366.8,399.5,132.2,278.2,363.9,378.9,83.693
5/2/2022 6:21,170.5,285.1,382.5,402.1,149,286.9,383.4,376.6,83.693
5/2/2022 6:22,162.5,282.6,372.1,402.1,139.2,282.1,375.5,378.8,83.062
5/2/2022 6:23,160.6,274.4,372.2,400.7,131.5,285.1,375.7,430.9,83.314
5/2/2022 6:24,165.4,280.1,374.1,404.9,140.4,281,378.7,379.9,83.377
5/2/2022 6:25,163.3,280,364.4,409.4,141.2,286.3,378.2,381,83.63
5/2/2022 6:26,168.2,284,362.4,405.5,134.9,282.2,378.4,384.1,83.44
5/2/2022 6:27,166.7,287.1,372.8,403.8,129.2,277,366.7,387.6,83.503
5/2/2022 6:28,163.1,270.5,368.8,436,142.2,285.5,368.2,373.8,83.377
5/2/2022 6:29,157.1,274.8,361,410.6,130.2,289.7,361,386.1,81.927
5/2/2022 6:30,167.5,277.8,384,399.9,146.5,287.2,356.7,375.5,81.485
5/2/2022 6:31,171.9,284,397,406.9,146.7,282.8,364.6,402.3,80.981
5/2/2022 6:32,168.3,278.4,412.2,406.9,132.9,282,348,401,81.107
5/2/2022 6:33,159,285.7,416.6,404.6,127.6,280.8,352.3,379.5,81.359
5/2/2022 6:34,162.6,287.6,407.9,403.5,133.1,282.1,342.5,386.9,81.927
5/2/2022 6:35,168.3,283.9,376,398,131.4,290.3,344.1,382.1,83.377
5/2/2022 6:35,159.8,288.7,373.9,403,130.9,283,352.6,465.7,83.188
5/2/2022 6:36,172.2,287.4,353.9,404.1,145.3,278.7,343.9,377.6,83.503
5/2/2022 6:37,159.1,286.1,352.7,404.5,134.8,292.3,342.7,379.7,84.134
5/2/2022 6:38,166.5,288.5,356.2,405,143.8,291.8,345.2,380.3,83.756
5/2/2022 6:39,168.8,298.6,352.6,403.4,143.4,284,345.1,381.1,83.125
5/2/2022 6:40,164.3,291.3,346.5,398.7,130.3,276.9,341,392.1,82.683
5/2/2022 6:41,167,285.4,352.2,422.9,136.9,273.4,350.2,373.1,82.936
5/2/2022 6:42,162.8,275.4,362,400.8,142.7,279.5,334.3,394.2,82.747
5/2/2022 6:43,163,280.1,397.2,394.5,139.3,275.9,338.2,384.4,81.422
5/2/2022 6:44,165.5,279.9,403,403.2,145.4,289.6,332.5,389.1,80.854
5/2/2022 6:45,164.3,280.1,417.1,404.8,128.5,287,352.5,389.1,80.981
5/2/2022 6:46,164.6,285.7,418,414,131.2,291.4,360.6,385.8,80.981
5/2/2022 6:47,166.9,276.4,412.6,406.9,135.7,289.1,371.7,377.4,81.422
5/2/2022 6:48,158.6,269.8,413.4,423.2,132.9,304.2,374,385,82.116
5/2/2022 6:49,162,285.3,378.3,406.5,127.6,284,377.8,393.2,83.377
5/2/2022 6:50,165.7,282.7,359.2,411.1,132.1,285,371.7,417,83.567
5/2/2022 6:51,161.9,284.7,359.1,400.7,124.5,285.3,369.3,391.7,83.377
5/2/2022 6:52,171.4,284.6,365.2,399.9,140.6,289.1,377.2,388.2,83.503
5/2/2022 6:53,160.5,281.3,363.5,404.7,126.8,289,373.8,405.4,83.44
5/2/2022 6:54,160.2,276,366.6,398.4,136.7,286.2,375.7,389,83.377
5/2/2022 6:55,160,283.5,359,451.6,132.2,277.9,378.4,387.5,82.873
5/2/2022 6:56,167.2,294.4,361.7,402.2,144.4,283.3,377.5,392.5,82.494
5/2/2022 6:57,164.6,282.3,379.8,467.5,143.9,280.4,398.5,389.3,82.683
5/2/2022 6:58,161.5,284.7,365.4,406.5,130,284.4,420.4,393.6,82.747
5/2/2022 6:59,164.8,287.9,385,403.7,135.5,290.6,448.7,393.6,82.747
5/2/2022 7:00,162.5,288.9,372.4,400,126.5,277.3,444.2,379.7,82.936
5/2/2022 7:01,166,284,368,402.5,133.3,290.1,439.2,396,82.62
5/2/2022 7:02,165.7,272.6,379.4,400.3,145.1,280,434,401.1,82.368
5/2/2022 7:03,165.2,284.7,369.7,401.3,133.4,294.5,414.6,381.9,82.81
5/2/2022 7:04,163.8,279.9,379.3,413.1,135.5,285.3,399.5,379.2,82.242
5/2/2022 7:05,165.2,291.3,368.6,404,126.3,293.2,398.6,395.3,82.368
5/2/2022 7:06,162.4,278.9,370.8,402.9,131.2,274.8,397.9,379.4,82.747
5/2/2022 7:07,161.1,277.2,381.7,437.3,129.1,277.2,401.5,381.1,82.368
5/2/2022 7:08,168.3,284,374.7,399.3,135.1,297.8,399,402,82.747
5/2/2022 7:09,156.8,284.8,378.3,405,119.1,287.7,403.4,406.5,82.747
5/2/2022 7:10,158.2,295.3,386.5,419,134.2,282.9,407.7,494.4,83.188
5/2/2022 7:11,163.8,283.1,368.2,412.9,126.8,283.1,399.8,398.2,83.567
5/2/2022 7:12,172.8,294.4,377.8,401.5,138.1,280.8,415,440.5,84.008
5/2/2022 7:13,171.1,288.1,374.1,399.3,132.7,284.7,430.2,382.4,83.188
5/2/2022 7:14,169.9,288.1,350,401,141.9,285.3,447,370.7,83.377
5/2/2022 7:15,169.2,287.7,375.3,441.5,142.8,288.4,427.4,399.3,83.062
5/2/2022 7:16,164.6,291.1,362.6,404.5,132.6,284.1,430,385,83.63
5/2/2022 7:17,163.3,286.8,364,410.1,130.5,283.7,422,376.4,82.747
5/2/2022 7:18,160.3,299,366.2,398,132.6,289.4,416,395,83.125
5/2/2022 7:19,171.9,278.7,371.8,414,147.4,281,375.5,382.6,83.567
5/2/2022 7:20,165.5,286.3,372.7,442.4,126.9,279.1,368.5,366.7,83.251
5/2/2022 7:21,159.6,282.4,372.8,416.4,122.9,286.6,381.7,388.9,83.377
5/2/2022 7:22,155.6,284.2,361.2,408.1,130.6,285.7,371.7,384.6,83.44
5/2/2022 7:23,161.6,287.2,356.1,426.3,139.3,285.3,368.4,385.3,83.125
5/2/2022 7:24,165.1,288.3,363.7,395.8,126.8,277.8,371.8,391,82.999
5/2/2022 7:25,166.1,282.7,368.2,406.6,127.5,286.5,386.3,381.7,82.557
5/2/2022 7:26,160.8,288.1,361.1,400.2,135.6,294.1,377.2,386,82.431
5/2/2022 7:27,169.4,281.8,367.3,419,147,285.7,378,372.5,82.242
5/2/2022 7:28,161.8,289.4,381.7,398.8,132.1,284.8,386.1,370.1,82.431
5/2/2022 7:29,165.2,282.2,372.3,395.1,135.4,279.7,378.9,381.9,83.314
5/2/2022 7:30,163.6,282.7,370.2,403.9,133.5,293,372.2,428.1,83.756
5/2/2022 7:31,155.5,277.9,372.7,402.2,124,287.4,378.1,375.6,83.188
5/2/2022 7:32,165.8,286.5,368.1,395.7,130.6,288.9,382.2,380.1,83.125
5/2/2022 7:33,163.6,281.4,375.2,402.7,130.5,285.7,384.4,373.8,82.999
5/2/2022 7:34,166.2,278.4,368.7,449.3,128.5,284.2,383.5,366.6,82.62
5/2/2022 7:34,156.3,281.8,358.3,396.4,128.5,284.6,375,371.6,82.747
5/2/2022 7:35,165.3,280.4,365.3,412.2,128.5,281,399.4,373.1,82.747
5/2/2022 7:36,158.6,281.2,368.4,401.4,126.9,284.2,395,409,82.683
5/2/2022 7:37,159.6,277.4,369,402.2,130.3,289.3,382.6,375.7,82.62
5/2/2022 7:38,157.6,271.3,366.2,397.6,134.5,286.5,386.2,379.1,82.62
5/2/2022 7:39,170.8,272.4,379.1,460.5,133.2,283.5,387.1,377.7,82.305
5/2/2022 7:40,161.1,284.9,376.3,402.2,123.1,276.4,376.3,377,82.873
5/2/2022 7:41,163.1,277.5,378.2,401.4,141.1,284,391.3,396.5,81.99
5/2/2022 7:42,166.5,278.4,385.8,395.6,144.8,277.7,393,398.2,81.927
5/2/2022 7:43,157.3,277.2,383.8,402.8,131.5,281,395.7,412,81.359
5/2/2022 7:44,167,283.8,409.5,399.4,135,287.8,394.1,397.6,80.981
5/2/2022 7:45,166.4,278.3,427.8,400.4,128.3,295.6,384.4,430.7,80.224
5/2/2022 7:46,159.6,276.3,430.4,400,124.5,285,384.7,408.9,80.034
5/2/2022 7:47,163.6,271.9,441.1,396.4,128.4,288.3,383.8,403.5,80.35
5/2/2022 7:48,164.8,273.4,433.3,402.1,138.5,282.3,389.1,407.2,80.602
5/2/2022 7:49,166.9,279.8,438.3,407.4,144.8,284.8,385.2,405.6,81.99
5/2/2022 7:50,166.9,284.7,398.2,410,134.2,287.6,380.3,398.7,82.368
5/2/2022 7:51,165.7,280.5,387,399,143.9,286.5,395,403.9,82.431
5/2/2022 7:52,162.9,284.6,404.5,401.4,140.1,282,393.9,404.1,82.557
5/2/2022 7:53,157.5,280.4,405.9,397.2,134,283.7,382.9,409.5,82.494
5/2/2022 7:54,165.1,288.7,380.6,424.4,130.5,279.3,391.7,398.6,83.125
5/2/2022 7:55,163.7,285,379.1,402.7,139.1,281.3,377.9,412.1,83.63
5/2/2022 7:56,163.4,275.5,383.4,400.9,124.2,283.4,379.3,414.7,83.693
5/2/2022 7:57,169.1,283.4,385.5,439.7,139.7,287.5,374.4,394.9,83.125
5/2/2022 7:58,164.4,277,381,404.1,144,283.2,365.5,413.8,81.99
5/2/2022 7:59,162,277.4,409.1,416.7,141.2,291.2,378.9,406.6,81.044
5/2/2022 8:00,163,272.9,423,404.2,125.2,282.4,367.8,403.6,80.287
5/2/2022 8:01,169.4,281,428.5,404.3,136.8,291.7,384.4,407,80.728
5/2/2022 8:02,169.2,269.7,433.1,411.7,129.9,295,393.1,402.3,80.728
5/2/2022 8:03,171.2,279.4,423.9,446.2,140.8,287.4,373.7,411.8,81.044
5/2/2022 8:04,159,292,411.1,401.3,120.8,282.7,395.2,417.3,82.242
5/2/2022 8:05,168,283.5,388.8,403.2,128.4,283.8,432.4,419.2,82.557
5/2/2022 8:06,171,279.8,377.7,399.7,139.3,289.7,422.7,430.3,82.81
5/2/2022 8:07,161.2,276.4,388,417.2,135,285.8,419,399.1,82.936
5/2/2022 8:08,160.5,274.1,386.6,413.1,128,277.7,426.9,395.6,82.999
5/2/2022 8:09,172.6,287.3,384.4,405.2,138.5,288.4,403.6,412.8,83.503
5/2/2022 8:10,166.8,283,373.6,396.6,131.4,279.8,390.7,390.1,83.188
5/2/2022 8:11,160.8,276.1,382.1,400.6,125.5,282.8,377.1,394.9,83.125
5/2/2022 8:12,170.5,282.7,381.3,399.8,143.2,282.7,376.3,392.3,83.062
5/2/2022 8:13,166.9,283.8,390.8,402.8,132.3,283.4,381.1,390.7,83.44
5/2/2022 8:14,161.8,278.9,378.5,442.4,122.4,280.7,374.9,391.5,83.314
5/2/2022 8:15,169.1,283.5,388.6,398.3,133.4,284.9,380.9,383.2,83.314
5/2/2022 8:16,158.2,279.6,371,395,121.8,289,373.2,382.5,83.377
5/2/2022 8:17,155.2,285.4,372.8,399.5,128.4,291.1,384.4,392.8,83.377
5/2/2022 8:18,169.1,281.5,371.5,402.8,146,285.3,381,384.6,83.188
5/2/2022 8:19,161,279.1,368.4,390.2,141,281.8,402.3,401.7,83.188
5/2/2022 8:20,163.8,281.3,365.2,401.7,130.3,284.9,429.1,388.6,83.125
5/2/2022 8:21,162.3,280.8,374.2,392.9,140.4,284.3,429.5,385,82.683
5/2/2022 8:22,160.1,282.8,377.4,391.2,135.7,284.6,413.2,387.6,82.683
5/2/2022 8:23,164.8,279.5,372.3,412,132.5,286.7,415.2,380.7,82.936
5/2/2022 8:24,165.1,282.2,373.1,407.5,140,284.1,421.4,378.3,82.557
5/2/2022 8:25,169.2,291.7,361.7,398.7,145.9,281,390.9,373.5,82.368
5/2/2022 8:26,166,282.6,386,392.6,139.6,291.1,385,390.8,82.368
5/2/2022 8:27,168.2,293.5,392.5,397.6,134.6,282.9,384.6,383.2,82.81
5/2/2022 8:28,157.6,291.1,380.8,402.2,124,287.3,385.1,390.9,82.999
5/2/2022 8:29,166.4,280.7,401.2,393,139.7,288.6,390.6,376.8,83.314
5/2/2022 8:30,163.2,288.6,374.8,401.2,126.2,284.4,379.5,378.9,83.819
5/2/2022 8:31,157.3,287,388,393.6,121.7,291.7,371.3,393.5,82.368
5/2/2022 8:32,162.6,297.1,387,408.4,135.6,286.2,380.1,372.6,81.8
5/2/2022 8:33,166.6,291.4,389.3,402.5,139.1,285.1,379.3,475.5,82.053
5/2/2022 8:33,167.3,276,388.7,402.9,128.7,286.1,377.1,380.7,82.053
5/2/2022 8:34,164,287.8,387,414.3,140.7,285.2,373,377,82.747
5/2/2022 8:35,168.8,282.6,386.9,444.4,130.2,286.3,365.4,386.2,82.747
5/2/2022 8:36,172.9,284.9,390.4,399.5,140,282.4,373.4,383.5,82.999
5/2/2022 8:37,160.9,272.3,397.6,401.6,136,279.6,368.2,399.2,83.251
5/2/2022 8:38,170.9,277.2,378.6,393.1,143.9,294.5,378.7,387.7,83.63
5/2/2022 8:39,158.9,277,374.6,394.4,126.3,286.3,388.3,382.5,83.503
5/2/2022 8:40,167.2,271.2,364.8,393.4,129.3,294.1,374.3,389.3,83.503
5/2/2022 8:41,165.3,278.8,368.7,397.4,131.9,286.4,346.6,390.7,82.62
5/2/2022 8:42,168.4,273.5,366.7,395.9,142.5,294.5,339.9,396.6,82.557
5/2/2022 8:43,173.1,272.1,383.1,424.4,144.4,286,340.3,380.9,82.179
5/2/2022 8:44,172.8,268.3,385.8,393.2,149,290.3,361.6,395.9,82.368
5/2/2022 8:45,157.7,281.4,384.9,396.9,121.8,277.3,351.9,400.6,82.683
5/2/2022 8:46,174.2,285.1,386.8,401.9,138.3,276.3,371.4,406,82.81
5/2/2022 8:47,169.6,280.8,386.3,401.3,134.9,273.4,361.5,409.5,82.81
5/2/2022 8:48,168.2,283,383.3,398.2,138.7,280.4,333.9,415,82.81
5/2/2022 8:49,165,277.4,377.6,423,141.5,280.8,340.2,403.8,83.062
5/2/2022 8:50,163.9,281.9,374.1,406.7,134.8,292.1,335.1,375.9,83.062
5/2/2022 8:51,165.8,279.7,387.8,399.2,134.6,285.6,338.4,394.9,81.8
5/2/2022 8:52,168.6,280.6,416.3,430,146.9,285.4,345.2,387.1,80.476
5/2/2022 8:53,167.1,288.1,422.2,397,129.1,288.9,332.6,395.8,80.665
5/2/2022 8:54,158,280.3,420.3,397,134.6,292.3,344.9,388.7,80.539
5/2/2022 8:55,170.7,280.2,430.6,394.8,142.7,284.4,336,388.7,80.981
5/2/2022 8:56,161.5,291.3,416.3,414.7,138.4,281.9,335.3,392.5,81.674
5/2/2022 8:57,164,276,393.9,414.2,140.2,285.8,336.5,394.7,82.62
5/2/2022 8:58,161.7,283.6,395.2,394,126.7,287.1,334.8,408.7,83.188
5/2/2022 8:59,165.7,283.3,388.8,396.8,127,292.5,344.9,388.9,83.062
5/2/2022 9:00,167,269.8,385.1,391.4,129.3,286.6,351.4,412.3,82.747
5/2/2022 9:01,164.4,282.8,374.5,398.6,140,293.8,349.6,397.9,82.62
5/2/2022 9:02,165.9,284.4,392.8,398.2,134.9,292.6,329.7,417.1,83.314
5/2/2022 9:03,162.7,278.7,396.7,402.8,125.8,286.8,308.4,387.2,83.062
5/2/2022 9:04,169.2,274.1,384.3,398.5,130.8,288.5,319.7,386.8,82.873
5/2/2022 9:05,162.5,288.8,381.9,399.5,140.4,284.4,317.8,389,82.053
5/2/2022 9:06,163.6,274.5,416.6,455.3,139.4,292.5,346,395.4,80.854
5/2/2022 9:07,166.8,281.6,416.7,445.7,141.2,290.6,340.8,406.5,80.539
5/2/2022 9:08,166.8,278.1,447.9,434.5,139.3,288.5,349.5,399.5,79.845
5/2/2022 9:09,163.3,273.1,432.8,397.6,131.3,289.3,340.4,413.8,79.656
5/2/2022 9:10,167.7,279,450.4,424.2,128.1,288.3,342,397.6,80.287
5/2/2022 9:11,169.4,296.1,442.8,417.5,129.7,289.3,343.9,408.8,81.233
5/2/2022 9:12,165.7,287.3,425.9,397.2,130.7,287.2,347.3,397.9,81.864
5/2/2022 9:13,165.7,280.9,408.2,445.7,145.6,283.2,368.9,409.3,81.864
5/2/2022 9:14,158.2,284.3,399.9,398.9,125.6,293.8,372.1,402.4,82.053
5/2/2022 9:15,172.2,292.6,424.6,404.6,138.6,283.3,371.8,403.5,82.494
5/2/2022 9:16,156.1,287.7,404.1,396.2,116.2,280.6,368,396.4,82.242
5/2/2022 9:17,164.9,276.4,392.1,417.1,142.8,283.1,368.9,387.1,82.494
5/2/2022 9:18,163.3,279.2,397.4,393.3,127.7,281.6,365.1,408.9,82.494
5/2/2022 9:19,165.3,285.1,399.2,481.5,132.9,284.1,349.2,394.4,82.179
5/2/2022 9:20,171.5,283,399.1,399,143.3,282.8,349.8,411,81.674
5/2/2022 9:21,162.4,286.5,388.7,409.9,129.7,285.7,352.9,398,81.359
5/2/2022 9:22,157.5,277.3,417.8,407.6,131.6,293.2,346.2,398.5,81.422
5/2/2022 9:23,171.8,281.4,397,403.4,150.9,285.4,349.1,402.4,82.873
5/2/2022 9:24,177.5,277.1,393,411.5,156.3,286.3,354,400.1,83.125
5/2/2022 9:25,159.3,281.5,388.3,399.7,127.7,293.4,323.6,396.6,82.936
5/2/2022 9:26,172.2,277.4,382.6,414.5,147.3,292.4,329.6,380.1,83.314
5/2/2022 9:27,154.8,273.8,394.6,440.3,120.9,287.9,328.7,413.1,82.999
5/2/2022 9:28,171,281.6,380,409.2,142.7,286.1,335.4,398.5,83.188
5/2/2022 9:29,172.4,269.7,375.7,403.2,141.3,291.8,339.6,412.9,82.81
5/2/2022 9:30,172.9,278,387.2,408.4,147.3,287.6,349.1,388.6,82.81
5/2/2022 9:31,174.1,283.7,375.7,451.5,139,281.3,343.4,409,82.62
5/2/2022 9:32,174.7,280.3,382.4,444.3,146.4,292.5,365,394.7,82.305
5/2/2022 9:32,171.8,269.1,368,473.2,149.6,289.2,381.8,392.6,82.431
5/2/2022 9:33,175.4,281.7,382.4,442.6,138.8,290.7,376.4,390.3,81.864
5/2/2022 9:34,170.1,279.1,386.3,442.9,136.3,283.5,380.5,475.8,81.548
5/2/2022 9:35,171.9,283.8,386.9,440.3,150.4,289.9,373.8,390.1,82.368
5/2/2022 9:36,171.5,287.4,375,441.7,142.5,285.8,364,390,82.179
5/2/2022 9:37,169.9,283.4,390.5,467.4,149.1,283.8,338.1,417.7,82.053
5/2/2022 9:38,160.9,271.4,381.5,411.4,122.8,288.1,359.6,399.2,82.62
5/2/2022 9:39,166.5,278,401.2,399.7,145.4,281.8,357.9,406.9,82.747
5/2/2022 9:40,170,283.1,392.7,403.2,146.2,288.9,360.1,424.1,82.557
5/2/2022 9:41,177.8,285.7,391.7,418.1,141.9,286.5,364.8,395.9,82.305
5/2/2022 9:42,172.7,273.6,380.4,416,137.9,281.6,356.9,392.1,82.305
5/2/2022 9:43,176.9,276.8,384.4,400.6,156,282.2,362.6,404.7,82.683
5/2/2022 9:44,175.1,284.9,405.5,407.5,146.6,278.2,360.7,400.4,82.999
5/2/2022 9:45,168.6,280.9,372.2,403.3,132.2,292.3,359.7,411.5,83.125
5/2/2022 9:46,176.2,283.7,380.6,406.2,155,287.2,379.7,390.2,82.747
5/2/2022 9:47,174.3,278,384.2,425.1,149.4,279.3,377.8,469,83.062
5/2/2022 9:48,174.9,273.8,395.6,412.7,140.8,285.2,396.7,439.4,82.81
5/2/2022 9:49,170.7,286.4,397.7,405.2,133.7,288.2,382.2,389.9,82.683
5/2/2022 9:50,169.4,276.6,375.1,417.2,134.8,285.8,385.5,400.1,83.188
5/2/2022 9:51,171.6,273,383.7,460.7,144.9,287.8,359.3,391.5,83.188
5/2/2022 9:52,173.3,274.8,379.6,412.8,134.6,284.2,325.4,409.9,81.864
5/2/2022 9:53,174.9,275.2,383.5,408.9,138.1,284.6,356.9,392.9,81.17
5/2/2022 9:54,168.2,284.7,397.2,440,137.9,280,345,395.4,82.368
5/2/2022 9:55,169.3,274.6,405.7,406.7,135.7,284.7,354.2,402.8,82.116
5/2/2022 9:56,175.2,287.3,399.2,406.9,145.3,285.4,331.9,403.1,81.044
5/2/2022 9:57,174.4,285.7,432.4,401.1,143.8,287.3,329.3,395.7,80.413
5/2/2022 9:58,165.6,284.1,458,440.5,138.6,286.5,336.1,409.5,79.656
5/2/2022 9:59,174.1,282.7,442.8,401.3,152.8,288.3,341.9,412.4,79.467
5/2/2022 10:00,172.5,272.6,445.8,402.6,138.6,282.7,351.5,395.8,80.034
5/2/2022 10:01,171.7,266.8,458.3,407.6,145.5,284.8,360.4,403.2,80.917
5/2/2022 10:02,177.2,274.9,412.3,408.3,143.8,282.9,342.8,389.8,82.179
5/2/2022 10:03,174.9,273.7,405.1,405,139.8,283.1,359.7,415.6,81.927
5/2/2022 10:04,178.1,269.4,399.2,410.2,141.4,291.7,360.4,396.3,82.053
5/2/2022 10:05,173.9,280.1,394.1,418.9,148.8,277.8,358.1,391.3,82.116
5/2/2022 10:06,177.9,283.7,411.7,421.7,148.3,287.3,358.2,402,82.431
5/2/2022 10:07,183.6,283.5,390.5,434.7,159,289.3,355.7,412.3,82.747
5/2/2022 10:08,183.9,282.8,383.2,428.5,147.2,285,348,405.9,82.873
5/2/2022 10:09,180.7,284.6,396,418.8,143,287.9,343,398.8,83.062
5/2/2022 10:10,176.4,272.6,401.2,438.6,140.2,293.3,345.5,399.7,82.747
5/2/2022 10:11,182.9,285.3,390.4,422.1,159.3,283,348.5,389.8,81.548
5/2/2022 10:12,174,277.7,409.4,409.4,149.9,283.7,345.5,406.7,81.044
5/2/2022 10:13,174.5,269.5,430.1,415.9,153.8,283.2,333.6,408.7,80.287
5/2/2022 10:14,168.7,278.3,450.8,411.6,140.5,276.3,332.2,409.1,80.539
5/2/2022 10:15,172.3,281.5,417.1,415.9,138.9,284.5,326.3,392,81.485
5/2/2022 10:16,176.8,287.9,433.9,414.4,143.6,296.9,326.5,391.8,80.917
5/2/2022 10:17,176.5,273.4,406,476.9,153.4,287.8,328.8,408.4,82.431
5/2/2022 10:18,171.5,279.1,391.4,462.5,139.3,291.4,335.6,410.3,83.314
5/2/2022 10:19,183.3,283.8,384.4,477.8,158.8,294.2,330.6,407.9,82.999
5/2/2022 10:20,175.6,279.7,375.6,471.6,152.9,288.9,320.2,438.7,82.873
